,site_code,Taxon,mean.drt.cover.yr1,mean.drt.cover.yr2,diff.drt.trt,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group,precip,site.id
426,nplatte.us,POA SECUNDA,2,3.5,1.5,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,GRASS,PERENNIAL,GRASS,305,46
460,oreac.us,POA SECUNDA,3.5,5.833333333,2.333333333,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,GRASS,PERENNIAL,GRASS,497,49
82,baddrt.de,POA TRIVIALIS,0.01,0.6,0.59,34.02187304,0.640983219,31.34075583,38.18960088,0.3048,0.080269491,NA,0.173758288,GRASS,PERENNIAL,GRASS,488.6,5
209,ebro.es,POLYGALA RUPESTRIS,0.494511111,0.029088889,-0.465422222,NA,10.58,NA,25.97,0.37,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,385,22
71,ayora.es,POLYGALA RUPESTRIS,1,1,0,NA,10.58,NA,25.97,0.37,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,381.3,4
1,allmendb.ch,POLYGALA VULGARIS,1.416666667,0.5,-0.916666667,NA,0.172916667,NA,19.02952398,0.5,0.2661556,396.667,0.7826128,FORB,PERENNIAL,FORB,957,1
231,elvadrt.ee,POTENTILLA ANSERINA,1,1,0,26.20897891,0.277222222,NA,17.47534074,0.43,0.63425,148.75,0.6572,FORB,PERENNIAL,FORB,680,23
17,allmendb.ch,POTENTILLA GRANDIFLORA,0.666666667,0.5,-0.166666667,NA,NA,NA,39.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB,957,1
42,allmendo.ch,POTENTILLA GRANDIFLORA,3.25,3.166666667,-0.083333333,NA,NA,NA,39.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB,957,2
506,rhijn.nl,POTENTILLA REPTANS,22.5,12.5,-10,24.6133503,0.274083333,NA,23.567332,NA,NA,NA,NA,FORB,PERENNIAL,FORB,796.92,53
485,passogavia.it,PRIMULA GLUTINOSA,0.75,0.6,-0.15,27,NA,NA,13.58757528,0.2515,NA,NA,NA,FORB,PERENNIAL,FORB,1281,51
46,allmendo.ch,PRUNELLA VULGARIS,4.166666667,1.833333333,-2.333333334,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,FORB,PERENNIAL,FORB,957,2
21,allmendb.ch,PRUNELLA VULGARIS,14.08333333,11.25,-2.83333333,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,FORB,PERENNIAL,FORB,957,1
283,hard.us,PSEUDOROEGNERIA SPICATA,1,2,1,NA,0.267,NA,23.893,NA,0.153771092,103.8213416,0.237714286,GRASS,PERENNIAL,GRASS,462,30
351,konzadrt.us,PSORALIDIUM TENUIFLORUM,14.8,2.8,-12,24.275,0.056,NA,16.82,2.7686,0.43,NA,0.67,FORB,PERENNIAL,LEGUME,830,38
202,credoj.au,PTILOTUS OBOVATUS,0.75,0.7,-0.05,26.894035,0.566666667,NA,7.440821539,NA,NA,NA,NA,SHRUB,PERENNIAL,WOODY,259.6,20
205,credom.au,PTILOTUS OBOVATUS,1.25,1.75,0.5,26.894035,0.566666667,NA,7.440821539,NA,NA,NA,NA,SHRUB,PERENNIAL,WOODY,259.6,21
137,cedarsav.us,QUERCUS ELLIPSOIDALIS,20,22.66666667,2.666666667,24.88184444,NA,14.4,18.07068773,NA,NA,66.5,NA,TREE,PERENNIAL,WOODY,682,11
236,elvadrt.ee,RANUNCULUS ACRIS,2,2,0,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,FORB,PERENNIAL,FORB,680,23
504,rhijn.nl,RANUNCULUS ACRIS,3,2,-1,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,FORB,PERENNIAL,FORB,796.92,53
429,oklah.us,RATIBIDA COLUMNIFERA,0.5,0.5,0,NA,0.94488,NA,22.85,0.3556,NA,56,0.66,FORB,PERENNIAL,FORB,880,47
121,brookdale.ca,ROSA ACICULARIS,1.566666667,1.15,-0.416666667,10.65,0.762,19.83128735,18.42,0.1524,0.27,55.8341358,0.2912,SHRUB,PERENNIAL,WOODY,474.2,8
107,biddulph.ca,ROSA ARKANSANA,1,3,2,17.3145,0.292,NA,17.98307476,NA,0.421153994,41.52607134,0.30555,SHRUB,PERENNIAL,WOODY,353.7,7
319,kernb.ca,ROSA ARKANSANA,5.666666667,6.333333333,0.666666666,17.3145,0.292,NA,17.98307476,NA,0.421153994,41.52607134,0.30555,SHRUB,PERENNIAL,WOODY,353.7,35
331,kernnu.ca,ROSA ARKANSANA,9.25,7,-2.25,17.3145,0.292,NA,17.98307476,NA,0.421153994,41.52607134,0.30555,SHRUB,PERENNIAL,WOODY,353.7,36
151,cedartrait.us,ROSA ARKANSANA,15,8,-7,17.3145,0.292,NA,17.98307476,NA,0.421153994,41.52607134,0.30555,SHRUB,PERENNIAL,WOODY,682,12
218,ebro.es,ROSMARINUS OFFICINALIS,19.75746422,14.46299555,-5.294468667,9.43,1,NA,3.117747146,0.364,0.534580651,11.79132349,0.424333333,SHRUB,PERENNIAL,WOODY,385,22
69,ayora.es,ROSMARINUS OFFICINALIS,80.33333333,81.33333333,1.000000003,9.43,1,NA,3.117747146,0.364,0.534580651,11.79132349,0.424333333,SHRUB,PERENNIAL,WOODY,381.3,4
354,konzadrt.us,RUELLIA HUMILIS,2,3,1,17,0.502906667,NA,12.07550636,0.1016,0.40803047,18.40109592,0.42,FORB,PERENNIAL,FORB,830,38
204,credom.au,RYTIDOSPERMA CAESPITOSUM,0.5,0.5,0,NA,0.55,NA,9.440331,0.66,NA,168.7,0.271,GRASS,PERENNIAL,GRASS,259.6,21
483,passogavia.it,SALIX HERBACEA,0.55,0.3,-0.25,23.22611667,0.034166667,10.25,16.45337359,NA,0.152,NA,0.92,SHRUB,PERENNIAL,WOODY,1281,51
289,hoide.de,SALIX REPENS,15,30,15,17.00382579,0.812,5.44,12.90991206,0.2303,0.152,NA,NA,SHRUB,PERENNIAL,WOODY,541.15,31
30,allmendb.ch,SALVIA PRATENSIS,3.25,2.25,-1,19.3,0.520833333,NA,24.4875,2.1,0.2015038,272.308,2.015308,FORB,PERENNIAL,FORB,957,1
57,allmendo.ch,SALVIA PRATENSIS,3.875,3.25,-0.625,19.3,0.520833333,NA,24.4875,2.1,0.2015038,272.308,2.015308,FORB,PERENNIAL,FORB,957,2
62,allmendo.ch,SANGUISORBA MINOR,0.5,0.75,0.25,19.82857143,0.340136667,13.0925861,17.81475981,0.3048,0.290931094,118.7237432,0.4611271,FORB,PERENNIAL,FORB,957,2
2,allmendb.ch,SANGUISORBA MINOR,2.5,2,-0.5,19.82857143,0.340136667,13.0925861,17.81475981,0.3048,0.290931094,118.7237432,0.4611271,FORB,PERENNIAL,FORB,957,1
14,allmendb.ch,SCABIOSA COLUMBARIA,1,1.5,0.5,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,FORB,PERENNIAL,FORB,957,1
40,allmendo.ch,SCABIOSA COLUMBARIA,1.625,1,-0.625,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,FORB,PERENNIAL,FORB,957,2
549,ukulingadrt.za,SCABIOSA COLUMBARIA,4,10,6,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,FORB,PERENNIAL,FORB,732.6,60
101,bfl.us,SCHIZACHYRIUM SCOPARIUM,6,7,1,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS,860.5334792,6
150,cedartrait.us,SCHIZACHYRIUM SCOPARIUM,6,2.4,-3.6,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS,682,12
144,cedarsav.us,SCHIZACHYRIUM SCOPARIUM,17,14,-3,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS,682,11
430,oklah.us,SCHIZACHYRIUM SCOPARIUM,54.16666667,30,-24.16666667,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS,880,47
449,oreaa.us,SEDUM STENOPETALUM,2.875,2.125,-0.75,NA,0.1118,NA,9.29,0.1,NA,NA,0.58,FORB,PERENNIAL,FORB,497,48
313,jorndrt.us,SENNA BAUHINIOIDES,1.25,1,-0.25,NA,NA,NA,14.29802652,1.7,NA,7.894687,0.376666667,FORB,PERENNIAL,LEGUME,241.88,34
156,cerrillos.ar,SETARIA PAMPEANA,3.75,3.75,0,24.7,0.38,NA,19.52,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,390,13
551,ukulingadrt.za,SETARIA SPHACELATA,6,41.5,35.5,10.0375,3,NA,14.16,NA,NA,11.17,0.57,GRASS,PERENNIAL,GRASS,732.6,60
515,scruzh.us,SISYRINCHIUM BELLUM,1.8340046,4.75,2.9159954,22.35,0.2558,NA,23.93793933,NA,0.101107003,118.754489,0.32952,FORB,PERENNIAL,FORB,745,55
340,kinsella.ca,SISYRINCHIUM MONTANUM,2,2,0,NA,0.225,NA,19.78,NA,NA,NA,NA,FORB,PERENNIAL,FORB,406.24,37
472,passogavia.it,SOLDANELLA PUSILLA,13.6,12.6,-1,NA,0.02,NA,16.8,0.11,NA,NA,NA,FORB,PERENNIAL,FORB,1281,51
83,baddrt.de,SOLIDAGO CANADENSIS,0.15,0.2,0.05,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,FORB,PERENNIAL,FORB,488.6,5
119,brookdale.ca,SOLIDAGO CANADENSIS,2.9,1.9,-1,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,FORB,PERENNIAL,FORB,474.2,8
250,esw.ca,SOLIDAGO CANADENSIS,27,24.66666667,-2.333333333,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,FORB,PERENNIAL,FORB,1011.5,24
320,kernb.ca,SOLIDAGO MISSOURIENSIS,1,1,0,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,FORB,PERENNIAL,FORB,353.7,35
344,kinsella.ca,SOLIDAGO MISSOURIENSIS,5,5,0,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,FORB,PERENNIAL,FORB,406.24,37
153,cedartrait.us,SOLIDAGO NEMORALIS,7,8.5,1.5,15.47778333,0.57,23.31317375,13.95394921,0.3048,0.129791058,208.2087011,0.369872222,FORB,PERENNIAL,FORB,682,12
436,oklah.us,SOLIDAGO NEMORALIS,7.75,15,7.25,15.47778333,0.57,23.31317375,13.95394921,0.3048,0.129791058,208.2087011,0.369872222,FORB,PERENNIAL,FORB,880,47
124,brookdale.ca,SOLIDAGO RIGIDA,1.5,2,0.5,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,FORB,PERENNIAL,FORB,474.2,8
431,oklah.us,SOLIDAGO RIGIDA,3,11,8,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,FORB,PERENNIAL,FORB,880,47
147,cedartrait.us,SOLIDAGO RIGIDA,9,10,1,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,FORB,PERENNIAL,FORB,682,12
324,kernb.ca,SONCHUS ARVENSIS,1.25,1,-0.25,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,FORB,PERENNIAL,FORB,353.7,35
122,brookdale.ca,SONCHUS ARVENSIS,1.95,1.5,-0.45,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,FORB,PERENNIAL,FORB,474.2,8
255,esw.ca,SONCHUS ARVENSIS,2,5,3,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,FORB,PERENNIAL,FORB,1011.5,24
336,kernnu.ca,SONCHUS ARVENSIS,7.166666667,6,-1.166666667,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,FORB,PERENNIAL,FORB,353.7,36
513,sclaudio.ar,SORGHUM HALEPENSE,15.25,9,-6.25,22.2,1.3834,NA,17.98889051,0.254,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS,950,54
67,antelope.us,SPHAERALCEA HASTULATA,2,1,-1,NA,NA,NA,14.04606421,2.5,NA,10.52042,0.492,FORB,PERENNIAL,FORB,215,3
428,oklah.us,SPOROBOLUS COMPOSITUS,10.16666667,10.16666667,-3.33E-09,8.2,0.213,NA,28.13,NA,NA,NA,0.49,GRASS,PERENNIAL,GRASS,880,47
315,jorndrt.us,SPOROBOLUS FLEXUOSUS,12,1.666666667,-10.33333333,NA,0.9144,NA,15.81345753,0.254,NA,NA,0.04,GRASS,PERENNIAL,GRASS,241.88,34
540,slp.us,STEINCHISMA HIANS,44,8,-36,NA,NA,NA,25,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,930.7024634,58
247,elvadrt.ee,STELLARIA GRAMINEA,1,1,0,29.426,0.460386667,NA,29.05086069,0.34,0.337078652,251.0337458,0.135266667,FORB,PERENNIAL,FORB,680,23
95,bfl.us,STENARIA NIGRICANS,1,2.5,1.5,NA,0.2,NA,15.01261282,NA,NA,NA,NA,FORB,PERENNIAL,FORB,860.5334792,6
400,marcdrt.ar,STENOTAPHRUM SECUNDATUM,2,1,-1,NA,0.27432,NA,23,0.3048,NA,NA,0.1855714,GRASS,PERENNIAL,GRASS,927.9,42
166,chilcasdrt.ar,STENOTAPHRUM SECUNDATUM,5,1,-4,NA,0.27432,NA,23,0.3048,NA,NA,0.1855714,GRASS,PERENNIAL,GRASS,950,16
343,kinsella.ca,STIPA COMATA,5.75,5.75,0,20.1,0.9144,15.9,16.95,0.4064,0.49068467,79.18825345,0.2,GRAMINOID,PERENNIAL,GRASS,406.24,37
111,biddulph.ca,STIPA COMATA,14.5,10.5,-4,20.1,0.9144,15.9,16.95,0.4064,0.49068467,79.18825345,0.2,GRAMINOID,PERENNIAL,GRASS,353.7,7
467,paike.ar,STIPA SPECIOSA,27,27,0,12.13,0.169,7.94,15.44,0.352,NA,22.41,0.352,GRASS,PERENNIAL,GRASS,202,50
191,cowidrt.ca,SYMPHORICARPOS ALBUS,7.8,10,2.2,14.05,1.538133333,NA,19.90333333,0.4572,NA,39.363636,NA,SHRUB,PERENNIAL,WOODY,1134,19
405,matador.ca,SYMPHYOTRICHUM ERICOIDES,1,1,0,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB,358.4,43
126,brookdale.ca,SYMPHYOTRICHUM ERICOIDES,1.25,1,-0.25,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB,474.2,8
328,kernb.ca,SYMPHYOTRICHUM ERICOIDES,2,2,0,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB,353.7,35
287,hard.us,SYMPHYOTRICHUM ERICOIDES,9.333333333,9.666666667,0.333333334,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB,462,30
440,oklah.us,SYMPHYOTRICHUM ERICOIDES,11,11,0,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB,880,47
353,konzadrt.us,SYMPHYOTRICHUM ERICOIDES,35,6,-29,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB,830,38
339,kinsella.ca,SYMPHYOTRICHUM FALCATUM,13.33333333,13.33333333,3.33E-09,22.282,0.4175,8.69,14.18715,NA,0.117472,79.08403333,0.31118,FORB,PERENNIAL,FORB,406.24,37
117,brookdale.ca,SYMPHYOTRICHUM LAEVE,2.666666667,2.5,-0.166666667,11.6,0.976666667,9.78,14.28815235,NA,0.253411079,69.91354785,0.323475,FORB,PERENNIAL,FORB,474.2,8
248,esw.ca,SYMPHYOTRICHUM LANCEOLATUM,1,2,1,25.1,1.8288,NA,12.754,0.2032,0.15,68,0.36,FORB,PERENNIAL,FORB,1011.5,24
254,esw.ca,SYMPHYOTRICHUM NOVAE-ANGLIAE,1,8.5,7.5,12.17017,1.022302632,NA,23.88988777,NA,0.12,52,0.46,FORB,PERENNIAL,FORB,1011.5,24
556,validate.fr,TARAXACUM CAMPYLODES,0.925,6,5.075,28.3472693,0.044,10.73618,30.05916441,0.1524,0.2871857,213.1,0.292,FORB,PERENNIAL,FORB,790,61
296,jenadrt.de,TARAXACUM CAMPYLODES,11.33333333,6,-5.33333333,28.3472693,0.044,10.73618,30.05916441,0.1524,0.2871857,213.1,0.292,FORB,PERENNIAL,FORB,596.5233333,33
215,ebro.es,TEUCRIUM CAPITATUM,0.152425778,0.062395667,-0.090030111,20.04659333,0.085,NA,13.33,0.2,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,385,22
44,allmendo.ch,TEUCRIUM CHAMAEDRYS,2.583333333,3.666666667,1.083333334,16,0.190683889,19.69,14.12995424,1.62,0.187321285,149.5449877,0.264622222,SHRUB,PERENNIAL,WOODY,957,2
19,allmendb.ch,TEUCRIUM CHAMAEDRYS,5.75,5.125,-0.625,16,0.190683889,19.69,14.12995424,1.62,0.187321285,149.5449877,0.264622222,SHRUB,PERENNIAL,WOODY,957,1
114,brookdale.ca,THALICTRUM VENULOSUM,1.75,1.166666667,-0.583333333,NA,0.1059,NA,19.84,NA,NA,NA,NA,FORB,PERENNIAL,FORB,474.2,8
548,ukulingadrt.za,THEMEDA TRIANDRA,15,17,2,13.22821429,1.5,4.35,9.2635,NA,NA,NA,0.2625,GRASS,PERENNIAL,GRASS,732.6,60
25,allmendb.ch,THYMUS SERPYLLUM,1.666666667,1.75,0.083333333,19.815,0.08775,NA,12.59845839,0.250506667,0.7,11.2,NA,FORB,PERENNIAL,WOODY,957,1
47,allmendo.ch,THYMUS SERPYLLUM,1.833333333,1.666666667,-0.166666666,19.815,0.08775,NA,12.59845839,0.250506667,0.7,11.2,NA,FORB,PERENNIAL,WOODY,957,2
219,ebro.es,THYMUS VULGARIS,2.008951389,1.495168889,-0.5137825,15.125,0.08,NA,10.34931507,0.3318,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,385,22
174,ciempoz.es,THYMUS VULGARIS,7.914166667,6.446666667,-1.4675,15.125,0.08,NA,10.34931507,0.3318,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,363.6,17
459,oreac.us,TRIFOLIUM MACROCEPHALUM,0.5,3.5,3,NA,0.6096,NA,6.89,0.1524,NA,NA,1.85,FORB,PERENNIAL,LEGUME,497,49
453,oreaa.us,TRIFOLIUM MACROCEPHALUM,3.5,1,-2.5,NA,0.6096,NA,6.89,0.1524,NA,NA,1.85,FORB,PERENNIAL,LEGUME,497,48
23,allmendb.ch,TRIFOLIUM MONTANUM,0.25,0.75,0.5,34.121,0.306666667,NA,18.67023642,0.825,0.113646105,238.0656783,0.246975,FORB,PERENNIAL,LEGUME,957,1
38,allmendo.ch,TRIFOLIUM MONTANUM,0.5,0.25,-0.25,34.121,0.306666667,NA,18.67023642,0.825,0.113646105,238.0656783,0.246975,FORB,PERENNIAL,LEGUME,957,2
249,esw.ca,TRIFOLIUM PRATENSE,12.33333333,30,17.66666667,40.4444317,0.389308642,21.07704,27.55091965,0.3048,0.16269724,184.5175823,0.256183381,FORB,PERENNIAL,LEGUME,1011.5,24
227,elvadrt.ee,TRIFOLIUM REPENS,2,1,-1,43.78354086,0.236251111,21.66035,26.94650771,0.3048,0.123144013,192.8045087,0.263218929,FORB,PERENNIAL,LEGUME,680,23
487,pineta.es,TRIFOLIUM REPENS,3,1.125,-1.875,43.78354086,0.236251111,21.66035,26.94650771,0.3048,0.123144013,192.8045087,0.263218929,FORB,PERENNIAL,LEGUME,1356.602,52
261,ethadb.au,TRIODIA BASEDOWII,31.5,36,4.5,6.4,1.3,NA,2.93,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,193,25
263,ethadn.au,TRIODIA BASEDOWII,49.33333333,72,22.66666667,6.4,1.3,NA,2.93,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,193,26
553,validate.fr,TRISETUM FLAVESCENS,8.3,6.75,-1.55,27.09907954,0.532263158,8.795034255,22.11711414,0.44,0.166445278,447.4973772,0.175392308,GRASS,PERENNIAL,GRASS,790,61
264,falls.au,TRISETUM SPICATUM,1,0.5,-0.5,NA,0.32706,NA,21.1,0.3048,NA,NA,0.24,GRASS,PERENNIAL,GRASS,2366,27
75,ayora.es,ULEX PARVIFLORUS,26.66666667,29.66666667,2.999999997,14.1,1.315,NA,4.82,1.5,0.71673186,9.189147922,0.373179167,SHRUB,PERENNIAL,LEGUME,381.3,4
232,elvadrt.ee,VERONICA CHAMAEDRYS,1.5,1.333333333,-0.166666667,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,FORB,PERENNIAL,FORB,680,23
404,matador.ca,VICIA AMERICANA,0.5,0.5,0,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME,358.4,43
113,brookdale.ca,VICIA AMERICANA,1,1,0,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME,474.2,8
316,kernb.ca,VICIA AMERICANA,1,0.5,-0.5,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME,353.7,35
332,kernnu.ca,VICIA AMERICANA,1,0.833333333,-0.166666667,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME,353.7,36
338,kinsella.ca,VICIA AMERICANA,5.6,5.6,0,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME,406.24,37
223,elvadrt.ee,VICIA CRACCA,1.333333333,1.5,0.166666667,41.79727454,0.879038889,24.42381,26.81365133,0.3048,0.195683333,41.43187551,0.463024976,LEGUME,PERENNIAL,LEGUME,680,23
235,elvadrt.ee,VICIA SEPIUM,1.666666667,1.333333333,-0.333333334,46.0056,0.683333333,27.307,38.73428571,0.52,0.077475,406.25,0.83175,FORB,PERENNIAL,LEGUME,680,23
268,falls.au,VIOLA BETONICIFOLIA,0.5,0.5,0,NA,0.2,NA,17.081108,NA,NA,NA,NA,FORB,PERENNIAL,FORB,2366,27
256,esw.ca,VITIS VULPINA,7,6,-1,NA,NA,NA,8.20827,0.4064,NA,NA,NA,VINE,PERENNIAL,WOODY,1011.5,24
116,brookdale.ca,ZIZIA APTERA,1,1.166666667,0.166666667,16.074,NA,NA,40.37573969,NA,NA,NA,NA,FORB,PERENNIAL,FORB,474.2,8
63,allmendo.ch,BRIZA MEDIA,2.416666667,2.416666667,-3.33E-10,19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333,GRASS,PERENNIAL,GRASS,957,2
29,allmendb.ch,BRIZA MEDIA,2.5,2.5,0,19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333,GRASS,PERENNIAL,GRASS,957,1
222,elvadrt.ee,BRIZA MEDIA,25,30,5,19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333,GRASS,PERENNIAL,GRASS,680,23
80,baddrt.de,LOLIUM PERENNE,0.05,0.4,0.35,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,GRASS,PERENNIAL,GRASS,488.6,5
554,validate.fr,LOLIUM PERENNE,7.02,10,2.98,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,GRASS,PERENNIAL,GRASS,790,61
302,jenadrt.de,LOLIUM PERENNE,47.33333333,39.66666667,-7.666666663,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,GRASS,PERENNIAL,GRASS,596.5233333,33
421,naposta.ar,OXALIS CONORRHIZA,1,1,0,NA,0.1176,NA,42.67,NA,NA,NA,NA,FORB,PERENNIAL,FORB,553,45
