,AccSpeciesName,Leaf area,Leaf carbon (C) content per leaf dry mass,Leaf nitrogen (N) content per leaf dry mass,Plant height vegetative,Root carbon (C) content per root dry mass,Root nitrogen (N) content per root dry mass,Seed dry mass,Seed germination rate (germination efficiency),Specific leaf area,Leaf thickness,Leaf nitrogen (N) content per leaf area,Root rooting depth,Dispersal unit dry mass,Dispersal unit thickness,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Photosynthesis rate per leaf dry mass,Leaf carbon (C) content per leaf area,Fine root carbon/nitrogen (C/N) ratio,Coarse root carbon/nitrogen (C/N) ) ratio,"Root type, root architecture",Root/shoot ratio,Leaf carbon isotope signature (delta 13C),Root diameter,"Fine root length per fine root dry mass (specific fine root length, SRL)",Photosynthesis rate per leaf transpiration (photosynthetic water use effinciency: WUE),Coarse root nitrogen (N) content per coarse root dry mass,Fine root carbon (C) content per fine root dry mass,Fine root dry mass per fine root fresh mass (fine root dry matter content; RDMC),Fine root nitrogen (N) content per fine root dry mass,Coarse root dry mass per ground area,Fine root dry mass per ground area
347,Echinops sphaerocephalus,NA,NA,NA,1.4375,NA,NA,14.24716667,100,NA,NA,NA,NA,41.865,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,Echium vulgare,4523,NA,23.6,0.716666667,NA,NA,2.910548718,80.5,14.45,NA,NA,NA,2.91,1.57,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,Ehrharta stipoides,NA,NA,NA,NA,NA,NA,5.6375,NA,34.42882407,0.0875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,Elephantopus mollis,NA,NA,NA,0.03955,NA,NA,1.17,95,NA,0.620895522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,Eleusine indica,294.4166667,NA,NA,0.353630952,NA,NA,0.3737,97.33333333,21.1398,0.15,NA,NA,0.456,0.59,0.222296667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,Elymus elymoides,NA,NA,16.6,0.4572,NA,6.333333333,2.358846618,NA,NA,0.12,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,Elymus glaucus,NA,NA,NA,1.00584,NA,NA,3.613980712,82.5,NA,NA,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,Elymus lanceolatus,NA,NA,NA,NA,NA,NA,4.163333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,Elymus repens,1709.497333,448.1403943,26.17661742,0.605442518,NA,NA,2.632604182,98,22.79877956,0.17675,NA,0.3556,2.887,1.1425,0.289986123,NA,NA,71.24138295,79.05766412,NA,0.156875404,NA,NA,2417.441564,NA,NA,NA,NA,NA,NA,NA
356,Elymus smithii,615.48375,444.0285,28.0185,0.6096,NA,NA,3.193625998,95,31.74700117,0.277777778,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,Elymus spicatus,NA,NA,NA,0.8382,NA,NA,3.867837198,98,NA,0.0975,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,Empetrum nigrum,5.375333333,562.7960407,11.54888567,0.271133333,NA,6.06,1.055775,75,9.729822391,0.178001852,NA,0.2532,NA,0.85,0.378649643,0.0405,NA,56.2037847,NA,NA,NA,NA,NA,NA,NA,NA,525.4766021,0.292875989,9.349487849,NA,NA
359,Encelia canescens,NA,NA,NA,NA,NA,NA,3.09,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,Encelia farinosa,NA,NA,NA,0.9144,NA,NA,5.16631953,100,NA,0.254625,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,Enneapogon avenaceus,320,NA,NA,0.3,NA,NA,1.321,100,8.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,Enneapogon polyphyllus,131.4923,430,10.55,0.325,550,3.7,1.476333333,NA,7.035333333,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.52,0.6,NA,NA,NA,NA,NA,NA,NA,NA
363,Enteropogon ramosus,NA,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,Ephedra nevadensis,NA,NA,NA,0.9144,NA,NA,25.11938292,NA,NA,NA,NA,0.1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,Ephedra triandra,NA,NA,NA,NA,NA,NA,NA,NA,10.30257403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,Epilobium angustifolium,2874.814815,478.7734326,26.69696541,1.0483,NA,NA,0.155669643,100,19.77553761,0.215233333,NA,0.627,NA,NA,0.264170862,0.327844266,NA,40.07486022,NA,NA,NA,NA,NA,NA,2.27993924,NA,452.7743442,0.275782937,11.29821394,NA,NA
367,Epilobium brachycarpum,NA,NA,NA,NA,NA,NA,0.314666667,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,Epilobium tetragonum,NA,NA,NA,0.720833333,NA,NA,0.103958889,94,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,Equisetum arvense,104.4227778,NA,20.06733732,0.344317143,NA,NA,NA,NA,13.18450744,NA,NA,0.2262,NA,NA,0.30163971,0.101053634,NA,NA,NA,NA,NA,NA,NA,NA,1.66503432,NA,NA,NA,NA,NA,NA
370,Eragrostis curvula,NA,416.5,11.225,0.9144,392.0333333,5.6,0.244511197,91.5,NA,0.14,NA,0.3556,0.345,0.5,NA,NA,NA,NA,NA,NA,NA,-12.43333333,0.3,NA,NA,NA,NA,NA,NA,NA,NA
371,Eragrostis dielsii,90,NA,NA,0.3,NA,NA,0.062,95,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,Eragrostis neesii,NA,NA,NA,0.138333333,NA,NA,NA,NA,NA,0.134693878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,Eragrostis plana,NA,NA,NA,NA,NA,NA,0.2,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,Eragrostis setifolia,96.342,NA,NA,0.38,NA,NA,0.040933333,NA,7.946703097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,Eragrostis spectabilis,578.1581667,450.095,10.935,0.277,NA,NA,0.155112716,NA,15.9372921,NA,NA,0.1016,NA,NA,0.422245229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,Eremogone congesta,NA,NA,NA,NA,NA,NA,1.195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,Eremophila duttonii,102.422,NA,NA,2.4,NA,NA,28.06366667,NA,5.646986263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,Eremophila gilesii,NA,NA,NA,NA,NA,NA,93.3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,Eriachne aristidea,NA,550,8.1,NA,540,4.5,1.4,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.58,0.9,NA,NA,NA,NA,NA,NA,NA,NA
380,Eriastrum eremicum,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,Erica tetralix,4.136666667,NA,11.50813841,0.465833333,NA,NA,0.015831944,89,10.60442241,NA,NA,NA,NA,NA,0.471098333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,Erigeron annuus,907.6666667,458.2143783,13.87251282,0.790891667,NA,NA,0.037333333,NA,23.37334387,NA,NA,NA,NA,NA,0.253843451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,Erigeron bellidioides,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,Erigeron bloomeri,NA,NA,NA,NA,NA,NA,0.71,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,Erigeron bonariensis,NA,NA,20.2,0.46625,NA,NA,0.119066667,100,17.6205,0.2931,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,Erigeron canadensis,NA,NA,NA,0.2418,NA,NA,0.05,NA,18.324,NA,NA,NA,NA,NA,0.28489284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,Erigeron primulifolium,NA,NA,NA,0.13275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,Erigeron strigosus,NA,NA,NA,0.633522222,NA,NA,0.640531401,NA,24.97386549,0.14,NA,0.254,NA,NA,0.149997805,NA,NA,NA,NA,NA,0.227346004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,Eriochloa pseudoacrotricha,NA,NA,NA,NA,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,Eriogonum annuum,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,Eriogonum effusum,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,Eriogonum fasciculatum,NA,NA,NA,0.9144,NA,NA,1.150072464,92,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,Eriogonum heracleoides,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,Eriogonum pusillum,NA,NA,NA,NA,NA,NA,0.09175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,Eriogonum sphaerocephalum,NA,NA,NA,0.3048,NA,NA,1.659830918,NA,NA,NA,NA,0.3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,Eriophorum angustifolium,1422.787143,539.1661895,20.00955403,0.392104,NA,5.5,1.074778986,91,13.32708698,0.498,NA,0.2895,0.545,0.62,0.342,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,Eriophorum vaginatum,215,462.7079143,18.34176544,0.441666667,NA,7.2,0.86684,NA,10.24422818,1.435,NA,0.4,1.02,0.75,0.339430593,0.10982391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,Eriophyllum pringlei,NA,NA,NA,NA,NA,NA,2.5815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,Eriophyllum wallacei,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,Eriosema cordatum,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,Erodium botrys,NA,NA,17.65,0.24384,NA,NA,7.908718386,NA,NA,NA,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,Erodium cicutarium,513.1543111,NA,NA,0.3255,NA,NA,1.59335381,100,32.53910618,0.2286,NA,NA,NA,1.02,0.202648889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,Erodium crinitum,47,NA,NA,0.9,NA,NA,4.201666667,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,Erodium texanum,NA,NA,NA,NA,NA,NA,2.0125,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,Eryngium armatum,NA,NA,NA,NA,NA,NA,2.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,Eryngium horridum,NA,NA,NA,0.254340909,NA,NA,NA,NA,3.078411396,0.869513889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,Erysimum asperum,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,Eschscholzia californica,NA,NA,NA,0.405253333,NA,NA,1.535962035,96.25,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,Escobaria vivipara,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,Eupatorium capillifolium,NA,NA,11.375,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,Euphorbia cyparissias,NA,NA,NA,0.2375,NA,NA,1.9815,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,Euphorbia dentata,NA,NA,NA,NA,NA,NA,5.379583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,Euphorbia drummondii,11.82776,NA,NA,0.1276,NA,NA,1.734833333,NA,12.13032804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,Euphorbia glyptosperma,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,Euphorbia heterophylla,NA,NA,NA,NA,NA,NA,6.211785714,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,Euphorbia polycarpa,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,Euphorbia seguieriana,70.57333333,NA,NA,0.425,NA,NA,0.88,NA,18.4,NA,NA,NA,NA,NA,0.282776667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,Euphorbia serpyllifolia,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,Euphorbia serrula,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,Euphrasia minima,NA,438.24,26.868,0.108,NA,NA,NA,NA,17.10079827,NA,1.61628982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,Euthamia graminifolia,120.9943485,478.5639482,19.48915818,0.7207,NA,NA,0.091666667,NA,12.04198841,NA,NA,NA,0.050333333,0.25,0.388152164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,Evolvulus sericeus,NA,NA,NA,0.165186473,NA,NA,NA,NA,13.12723643,0.144270834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,Facelis retusa,NA,NA,NA,0.0311,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,Fagus sylvatica,2027.6875,473.7944691,21.57683121,27.10185714,NA,3.73333,192.849,80,18.54393462,0.109241459,1.126656913,NA,254.012,8.7,0.394795752,0.105376266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675.6359375,1323.717909
425,Fallopia convolvulus,582.6824881,412.54,17.405,0.665041667,NA,NA,4.27625,NA,32.69538591,0.241333333,NA,NA,5.741333333,2.406666667,0.2,NA,NA,32.51741737,48.39924446,NA,0.0786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,Festuca altaica,NA,NA,NA,NA,NA,12.5,1.73,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,Festuca arundinacea,4002.5,395.5833334,26.75,0.922297147,NA,NA,2.430847857,80.44444444,16.0977261,0.434,NA,NA,1.929333333,0.95,0.237319638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,Festuca halleri,NA,NA,NA,NA,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,Festuca idahoensis,NA,NA,NA,0.6096,NA,NA,1.037480408,NA,NA,0.165,NA,0.3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,Festuca ovina,92.44006667,454.8216075,16.78631631,0.414347827,NA,NA,0.986487336,90.72727273,16.83674211,0.245561111,2.10728974,0.254,1.1645,0.693333333,0.37962724,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,Festuca pratensis,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,Festuca rubra,382,424.7358716,19.05492673,0.452958333,423.4,7.08,0.985066826,100,20.02617821,0.166666667,1.9782,0.3048,1.129333333,0.605,0.407849817,0.215,NA,NA,NA,NA,NA,-27.056,0.12,NA,NA,NA,NA,NA,NA,NA,NA
433,Festuca rupicola,NA,437.3333333,17.52444444,0.24175,NA,NA,0.5815,NA,14.17171717,0.306,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,Festuca vaginata,NA,NA,NA,1,NA,NA,1.77,94,17.18213058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,Festuca vivipara,41.51384,NA,NA,0.065,NA,NA,NA,NA,11.02,NA,NA,NA,NA,NA,0.369213333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,Fimbristylis dichotoma,NA,NA,NA,NA,NA,NA,0.139,75.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,Fimbristylis puberula,NA,NA,NA,0.234,NA,NA,NA,NA,18.9983695,NA,NA,NA,NA,NA,0.415282019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,Flourensia thurifera,NA,NA,14.1,NA,NA,NA,4.47,NA,9.090909091,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,Foeniculum vulgare,9445,NA,NA,1.529166667,NA,NA,9.664143939,92,7.358067788,0.59,NA,NA,NA,NA,0.2345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,Fragaria vesca,2393.5,NA,16.48863464,0.136111111,NA,NA,7.449220682,76.5,24.4032544,NA,NA,NA,0.338,0.61,0.348106351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,Fragaria virginiana,1183.521757,450.7394783,15.52346479,0.121133333,NA,NA,0.479333333,NA,16.1682204,NA,NA,NA,NA,NA,0.467764487,0.218302728,NA,57.59725647,56.85481125,NA,0.587688064,NA,NA,NA,1.593482971,NA,NA,NA,NA,NA,NA
442,Frangula alnus,906.5158778,454.7638085,29.33466776,4.34894859,NA,NA,28.57716408,85,32.55813446,0.112777778,NA,0.3556,255.155,5.02,0.281467641,NA,NA,NA,NA,NA,NA,NA,NA,1157.567462,NA,NA,NA,NA,NA,NA,NA
443,Frasera albicaulis,NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,Fumana ericoides,NA,NA,10.02,0.2,NA,NA,2.264388889,100,4.558011959,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,Fumana laevipes,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,Fumana procumbens,10.80666667,NA,NA,0.15,NA,NA,2.4649,100,8.22,NA,NA,NA,3.5,NA,0.309793333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,Fumana thymifolia,NA,NA,9.23,NA,NA,NA,1.2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,Fumaria capreolata,NA,NA,NA,0.9125,NA,NA,4.012466667,60,NA,NA,NA,NA,2.99,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,Gaillardia aristata,NA,NA,NA,0.6096,NA,NA,18.04308136,89,NA,NA,NA,0.4064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,Galactia gracillima,NA,NA,NA,0.09375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,Galactia marginalis,NA,NA,NA,0.177117117,NA,NA,NA,NA,6.500004464,0.285416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Galactia regularis,NA,NA,NA,0.388,NA,NA,8.733333333,NA,12.733856,NA,NA,NA,NA,NA,0.447654488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Galium album,NA,NA,NA,0.875,NA,NA,NA,NA,24.09,NA,NA,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,Galium aparine,107.5948467,NA,30.3875,0.765787211,NA,NA,7.23552542,100,34.58771111,0.1905,NA,0.1016,8.336,2.28,0.141424362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,Galium boreale,79.79844813,416.25275,18.80683333,0.557766667,NA,NA,0.660091708,65,22.71017578,NA,NA,0.1524,0.608,0.88,0.210856667,0.153602081,NA,NA,NA,NA,3.292,NA,NA,NA,1.537250651,NA,NA,NA,NA,NA,NA
456,Galium lucidum,NA,NA,NA,0.375,NA,NA,0.84,NA,NA,NA,NA,NA,0.77,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,Galium mollugo,80.5,442.98,29.6653889,0.57825,NA,NA,0.732414815,100,21.5515698,NA,1.323076369,NA,0.53,1,0.173241429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,Galium richardianum,NA,NA,NA,NA,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,Galium saxatile,5,NA,25.1,0.175,NA,NA,0.591280952,53,25.08983957,0.138,NA,NA,0.531,NA,0.1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,Galium tinctorium,NA,NA,NA,NA,NA,NA,1.6585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,Galium verum,15.66666667,446.0872868,21.6094737,0.516038889,NA,NA,0.47402674,92,17.72121934,0.242766667,NA,NA,0.435,1,0.241920278,NA,NA,NA,NA,NA,2.265,NA,NA,1744.346744,NA,NA,NA,NA,NA,NA,NA
462,Galium virgatum,NA,NA,NA,NA,NA,NA,1.48,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,Gaudinia fragilis,NA,NA,NA,0.275,NA,NA,1.97,100,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
