Taxon,Taxonomic.status,Taxon.update,Taxon.notes,LA_mm2,leafC.mg.g,leafN.mg.g,height.m,rootC.mg.g,rootN.mg.g,seed.dry.mass.mg,SLA_m2/kg,leaf.thickness.mm,root.depth_m,RTD.g.cm3,fineRTD,LDMC.g.g,SRL_m/g,fineSRL_m/g,rootDiam.mm,Fine.root.C.N.ratio,Root.Shoot.Ratio,Notes,Notes.2,site_name,Family,local_lifeform,local_lifespan,functional_group,SOURCES
PTILOTUS HOLOSERICEUS,Unresolved,,NA,,,,0.1,,,,,,,,,,,,,,,,,"CredoJ, CredoM",Amaranthaceae,FORB,PERENNIAL,FORB,
PTILOTUS OBOVATUS,Accepted,PTILOTUS OBOVATUS,,54.7722,376.558535,26.894035,0.566666667,,,3.394,7.440821539,0.442666667,,,,0.278422273,,,,,,,,"CredoJ, CredoM",Amaranthaceae,SHRUB,PERENNIAL,WOODY,
PTILOTUS POLYSTACHYUS,Accepted,PTILOTUS POLYSTACHYUS,,333,,23.98,1,,,1.612333333,9.6,0.552,,,,0.145005011,37,,,,,,,"Ethabuka_DNB, Ethabuka_DNU",Amaranthaceae,FORB,NULL,FORB,
PURSHIA TRIDENTATA,Accepted,PURSHIA TRIDENTATA,,,,21.4,1.8288,,,24.5891058,,,0.508,,,,,,,,,,,Hardware Ranch,Rosaceae,SHRUB,PERENNIAL,WOODY,
QUERCUS ELLIPSOIDALIS,Accepted,QUERCUS ELLIPSOIDALIS,,4403.966623,473.5097778,24.88184444,21,,14.4,1704.66,18.07068773,0.124,,,,,66.5,,,,,RootN and SRL from groot,,Cedar Creek Savanna,Fagaceae,TREE,PERENNIAL,WOODY,
QUERCUS FUSIFORMIS,Accepted,QUERCUS FUSIFORMIS,,,,,,,,,,,11.625,,,,,,,,,depth from groot,,BFL,Fagaceae,TREE,PERENNIAL,WOODY,
QUERCUS GARRYANA,Accepted,QUERCUS GARRYANA,,,,,20.501,,,4688.979915,,,1.0668,,,,,,,,,,,Cowichan Drt,Fagaceae,TREE,PERENNIAL,WOODY,
QUERCUS INCANA,Accepted,QUERCUS INCANA,,,,17.5,3.3,,,1000,9.928415767,,,,,,,,,,,,,Sandhills,Fagaceae,SHRUB,PERENNIAL,WOODY,
QUERCUS LAEVIS,Accepted,QUERCUS LAEVIS,,,,17.5,8.284,,,1148.63787,9.0256783,,0.762,,,,,,,,,,,Sandhills,Fagaceae,SHRUB,PERENNIAL,WOODY,
QUERCUS MACROCARPA,Accepted,QUERCUS MACROCARPA,,5925.548238,468.339381,22.33361905,19.05,437.25,10.65875833,6109.482448,17.62680085,0.125235632,0.7112,,,,63.21181567,,0.28756,,,"RootC and N, SRL, diam from groot",,Cedar Creek Savanna,Fagaceae,TREE,PERENNIAL,WOODY,
QUERCUS MARILANDICA,Accepted,QUERCUS MARILANDICA,,,,13.786,13.429,,,646.9979296,,,0.6096,,,,,,,,,,,Sandhills,Fagaceae,SHRUB,PERENNIAL,WOODY,
QUINETIA URVILLEI,Accepted,QUINETIA URVILLEI,,,,,0.2,,,0.509375,28.711511,,,,,,,,,,,,,Jilpanger,Compositae,FORB,ANNUAL,FORB,
RANUNCULUS OCCIDENTALIS,Accepted,RANUNCULUS OCCIDENTALIS,,,,,,,,2.501,,,,,,,,,,,,,,Cowichan Drt,Ranunculaceae,FORB,PERENNIAL,FORB,
RANUNCULUS ROBERTSONII,Unresolved,,NA,,,,0.25,,,0.6304,,,,,,,,,,,,,,Jilpanger,Ranunculaceae,FORB,PERENNIAL,FORB,
RANUNCULUS VICTORIENSIS,Unresolved,,NA,,,,,,,2.8,7.820232,,,,,,,,,,,,,Falls Creek,Ranunculaceae,FORB,PERENNIAL,FORB,
RAPHANUS SATIVUS,Synonym,RAPHANUS RAPHANISTRUM,Synonym,10251.69,,40.5,0.715,407.6325,14.825,15.43005882,34.60857143,0.2371,1.566667,,,0.117916667,,,,,,RootC and N from groot,thick from Justin,"SantaCruzLow, SantaCruzMiddle",Brassicaceae,FORB,ANNUAL,FORB,
RATIBIDA COLUMNIFERA,Accepted,RATIBIDA COLUMNIFERA,,,,,0.94488,,,0.558143216,22.85,0.16,0.3556,,,,56,,0.66,,,SLA and Rdiam from Julie Larson,,"Matador, Oklahoma (KAEFS-OK)",Compositae,FORB,PERENNIAL,FORB,
RHINANTHUS MINOR,Accepted,RHINANTHUS MINOR,,246.6666667,415.6329366,34.3558401,0.395833333,,,2.453437925,18.84206584,0.29275,0.08,,,0.162315964,,,,,,,,"Allmend Brachy, Allmend Ovina, Bayreuth_DroughtNet",Scrophulariaceae,FORB,ANNUAL,FORB,
RHUS COPALLINUM,Accepted,RHUS COPALLINUM,,,,,1.523547826,,,8.58066287,15.20265619,,0.3556,,,,,,,,,,,"Oklahoma (KAEFS-OK), Sandhills",Anacardiaceae,TREE,PERENNIAL,WOODY,
RHYNCHOSIDA PHYSOCALYX,Accepted,RHYNCHOSIDA PHYSOCALYX,,,,,,,,,,,,,,,,,,,,,,Los Cerrillos,Malvaceae,FORB,PERENNIAL,FORB,
RHYTIDIADELPHUS LOREUS,Accepted,RHYTIDIADELPHUS LOREUS,,,,,,,,,,,,,,,,,,,,,,"Lygra_intermediate, Lygra_old",Hylocomiaceae,MOSS,NULL,BRYOPHYTE,
RHYTIDIADELPHUS SQUARROSUS,Accepted,RHYTIDIADELPHUS SQUARROSUS,,,,,,,,,,,,,,,,,,,,,,"Lygra_intermediate, Lygra_old",Hylocomiaceae,MOSS,NULL,BRYOPHYTE,
ROBINIA HISPIDA,Accepted,ROBINIA HISPIDA,,,,,,,,17.86333333,,,,,,,,,,,,,,Sandhills,Fabaceae,SHRUB,PERENNIAL,LEGUME,
ROMULEA ROSEA,Accepted,ROMULEA ROSEA,,785.398,,,0.4,,,3.56,10.313611,,,,,,,,,,,,,Jilpanger,Iridaceae,GRASS,PERENNIAL,FORB,
RUBUS TRIVIALIS,Accepted,RUBUS TRIVIALIS,,,,,,,,2.43,,,,,,,,,,,,,,SLP,Rosaceae,VINE,PERENNIAL,WOODY,
RUBUS URSINUS,Accepted,RUBUS URSINUS,,1793,,20.1,1.5048,,,1.785302715,28.919,,0.3556,,,,23.15,,,,,,,SantaCruzHigh,Rosaceae,SHRUB,PERENNIAL,WOODY,
RUELLIA BAURII,Accepted,RUELLIA BAURII,,,,,,,,,,,,,,,,,,,,,,Ukulinga Drought,Acanthaceae,FORB,PERENNIAL,FORB,
RUMEX HASTATULUS,Accepted,RUMEX HASTATULUS,,,,,,,,0.43,,,,,,,,,,,,,,"Bivens Arm, SLP",Polygonaceae,FORB,PERENNIAL,FORB,
RYTIDOSPERMA CAESPITOSUM,Accepted,RYTIDOSPERMA CAESPITOSUM,,310.75005,,,0.55,,,0.6678,9.440331,5.683135408,0.66,,,0.36953142,168.7,,0.271,,0.8141913,"depth, SRL, diam from groot",,"CredoJ, CredoM",Poaceae,GRASS,PERENNIAL,GRASS,
RYTIDOSPERMA NUDIFLORUM,Accepted,RYTIDOSPERMA NUDIFLORUM,,175.892274,476.323051,18.933775,0.4,,,1.275,3.575778,,,,,0.063829787,,,,,,,,Falls Creek,Poaceae,GRASS,PERENNIAL,GRASS,
RYTIDOSPERMA VIRESCENS,Accepted,RYTIDOSPERMA VIRESCENS,,,,,,,,,,,,,,,,,,,,,,Potrok Aike Drt,Poaceae,GRASS,PERENNIAL,GRASS,
SALSOLA KALI,Accepted,SALSOLA KALI,,27.5,,7.39,,,,,10.84692732,,1.38,,,0.2133949,19.34,0.001239453,0.183333333,,,"RootN, depth, SRL from groot",,"Antelope, Ethabuka_DNB, Ethabuka_DNU, Kiskunsag, Sevilleta_Black, Sevilleta_Blue, Sevilleta_Mixed",Amaranthaceae,FORB,ANNUAL,WOODY,
SALVIA VERBENACA,Accepted,SALVIA VERBENACA,,13333,,,0.508333333,,,2.044,11.94,,,,,,,,,,,,,"CredoJ, CredoM",Lamiaceae,FORB,ANNUAL,FORB,
SANICULA CRASSICAULIS,Accepted,SANICULA CRASSICAULIS,,,,,,,,5.836,,,,,,,,,,,,,,Cowichan Drt,Apiaceae,FORB,PERENNIAL,FORB,
SCHINUS JOHNSTONII,Accepted,SCHINUS JOHNSTONII,,,,,,,,,2.85,,2.5,,,,,,,,,,,Chacra Experimental Patagones,Anacardiaceae,SHRUB,PERENNIAL,WOODY,
SCHISMUS ARABICUS,Accepted,SCHISMUS ARABICUS,,,,,,,,0.0675,,,,,,,,,,,,,,"Cap Mcdowell, Cap Whitetank, NNSS_Mojave",Poaceae,GRASS,ANNUAL,GRASS,
SCHISMUS BARBATUS,Accepted,SCHISMUS BARBATUS,,67,,,0.25,,,0.040333333,18.21,,0.16,,,0.287,81.47,,,,,,,"Gmdrc Granitecove, Gmdrc Molar Junction, San Pablo Valdes Drt",Poaceae,GRASS,ANNUAL,GRASS,
SCHOENUS APOGON,Accepted,SCHOENUS APOGON,,589.049,,,0.25,,,0.204,10.042795,,,,,0.4114,,,,,,,,Jilpanger,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID,
SCLERIA CILIATA,Accepted,SCLERIA CILIATA,,,,,,,,,,,,,,,,,,,,,,SLP,Cyperaceae,GRASS,PERENNIAL,GRAMINOID,
SCLERIA TRIGLOMERATA,Accepted,SCLERIA TRIGLOMERATA,,,,,,,,4.9,,,,,,,,,,,,,,Sandhills,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID,
SCLEROLAENA DIACANTHA,Accepted,SCLEROLAENA DIACANTHA,,13.64983333,372.2603068,17.13159156,0.354166667,,,4.128833333,4.445479003,,,,,0.1282,,,,,,,,"Broken Hill, Cobar, Milparinka, Quilpie",Chenopodiaceae,FORB,PERENNIAL,FORB,
SCLEROLAENA ERIACANTHA,Accepted,SCLEROLAENA ERIACANTHA,,16.1843,,,0.2,,,16.18,7.535749722,,,,,,,,,,,,,"Charleville, Milparinka",Chenopodiaceae,FORB,PERENNIAL,FORB,
SCLEROLAENA OBLIQUICUSPIS,Accepted,SCLEROLAENA OBLIQUICUSPIS,,6.90916,,,0.344,,,0.35,5.154593376,,,,,0.228070175,,,,,,,,"CredoJ, CredoM",Chenopodiaceae,SHRUB,PERENNIAL,WOODY,
SCLEROPOGON BREVIFOLIUS,Accepted,SCLEROPOGON BREVIFOLIUS,,,,,,,,,14.7175273,,0.996,,,0.4317175,279.3546,0.027935458,0.053333333,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,Sevilleta_Black,Poaceae,GRASS,PERENNIAL,GRASS,
SCORZONEROIDES HELVETICA,Accepted,SCORZONEROIDES HELVETICA,,,,,,,,1.71,,,,,,,,,,,,,,Passo Gavia,Compositae,FORB,PERENNIAL,FORB,
SECALE SYLVESTRE,Accepted,SECALE SYLVESTRE,,20.15,,,,,,10.78,13.43,,,,,0.3484536,,,,,,,,Kiskunsag,Poaceae,GRASS,ANNUAL,GRASS,
SEDUM LANCEOLATUM,Accepted,SEDUM LANCEOLATUM,,,,,,,,0.111,,,,,,,,,,,,,,CMSS,Crassulaceae,SUCCULENT,PERENNIAL,FORB,
SEDUM STENOPETALUM,Accepted,SEDUM STENOPETALUM,,,,,0.1118,,,0.01575,9.29,,0.1,,,,,,0.58,,,depth from groot,,ORE IDE AA,Crassulaceae,FORB,PERENNIAL,FORB,
SENECIO BUPLEUROIDES,Accepted,SENECIO BUPLEUROIDES,,,,,,,,,,,,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,
SENECIO CORONATUS,Accepted,SENECIO CORONATUS,,,,,,,,,,,,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,
SENECIO DELTOIDEUS,Accepted,SENECIO DELTOIDEUS,,,,,,,,0.15,,,,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,
SENECIO LASEGUEI,Accepted,SENECIO LASEGUEI,,,,,,,,,,,,,,,,,,,,,,Potrok Aike Drt,Compositae,FORB,PERENNIAL,FORB,
SENECIO LEUCANTHEMIFOLIUS,Accepted,SENECIO LEUCANTHEMIFOLIUS,,,,,,,,0.2,,,,,,,,,,,,,,Bad Drought,Compositae,FORB,ANNUAL,FORB,
SENECIO MADAGASCARIENSIS,Accepted,SENECIO MADAGASCARIENSIS,,,,37.065,0.6,,,0.26,23.57,,,,,,24.2,,0.44,,,,,Yarramundi Drt,Compositae,NULL,ANNUAL,FORB,
SENECIO MISER,Accepted,SENECIO MISER,,,,,,,,,,0.24,,,,,,,,,,,,Potrok Aike Drt,Compositae,SUBSHRUB,PERENNIAL,WOODY,
SENECIO RETRORSUS,Accepted,SENECIO RETRORSUS,,,,,,,,,,,,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,
SENECIO SELLOI,Accepted,SENECIO SELLOI,,,,,,,,,,,,,,,,,,,,,,Mar Chiquita Drt,Compositae,SHRUB,PERENNIAL,WOODY,
SENNA BAUHINIOIDES,Accepted,SENNA BAUHINIOIDES,,,,,,,,4.475,14.29802652,,1.7,,,0.2355218,7.894687,0.000789469,0.376666667,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,"Jornada_LTER Drt, JRN_Chihuahuan",Fabaceae,FORB,PERENNIAL,LEGUME,
SERICOCARPUS ASTEROIDES,Accepted,SERICOCARPUS ASTEROIDES,,,,,,,,1.2,,,,,,,,,,,,,,Sandhills,Compositae,FORB,PERENNIAL,FORB,
SETARIA LEUCOPILA,Accepted,SETARIA LEUCOPILA,,,,,,,,0.6,,,,,,,,,,,,,,"Jornada_LTER Drt, JRN_Chihuahuan",Poaceae,GRASS,PERENNIAL,GRASS,
SETARIA PAMPEANA,Accepted,SETARIA PAMPEANA,,,,24.7,0.38,,,,19.52,,,,,0.261,,,,,,,,Los Cerrillos,Poaceae,GRASS,PERENNIAL,GRASS,
SETARIA SPHACELATA,Accepted,SETARIA SPHACELATA,,1710,,10.0375,3,,,0.7025,14.16,,,,,,11.17,,0.57,,,,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,
SIDA ARGENTINA,Accepted,SIDA ARGENTINA,,,,,,,,,,,,,,,,,,,,,,Los Cerrillos,Malvaceae,FORB,PERENNIAL,FORB,
SIDA INTRICATA,Unresolved,,synonym: Sida corrugata var. intricata,31.5056,,,0.15,,,1.5124,9.605365854,,,,,,,,,,,,,"CredoJ, CredoM",Malvaceae,SHRUB,PERENNIAL,WOODY,
SIDA PETROPHILA,Unresolved,,synonym: Sida calyxhymenia ,687.213734,,,2,,,2.26833333,6.55728,0.52,,,,0.369350283,,,,,,,,"Broken Hill, Cobar",Malvaceae,FORB,PERENNIAL,FORB,
SIDA SPODOCHROMA,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,"CredoJ, CredoM",Malvaceae,FORB,PERENNIAL,FORB,
SILENE NUTANS,Accepted,SILENE NUTANS,,1277,436.82,35.742,0.454166667,,,0.361283766,19.43385725,,1.8,,,0.168,,,,,2.072,,,EE Elva,Caryophyllaceae,FORB,PERENNIAL,FORB,
SILENE OTITES,Accepted,SILENE OTITES,,179.4916667,444,30,0.445833333,,,0.22777381,12.96333333,,0.5,,,0.226626667,,,,,,depth from groot,,Kiskunsag,Caryophyllaceae,FORB,PERENNIAL,FORB,
SILOXERUS MULTIFLORUS,Accepted,SILOXERUS MULTIFLORUS,,1189.09,,,0.05,,,0.0813,4.67,,,,,0.3344,,,,,,,,Jilpanger,Compositae,FORB,ANNUAL,FORB,
SISYRINCHIUM MONTANUM,Accepted,SISYRINCHIUM MONTANUM,,255,,,0.225,,,0.839,19.78,0.4,,,,0.2114,,,,,,,,Kinsella,Iridaceae,FORB,PERENNIAL,FORB,
SISYRINCHIUM PLATENSE,Accepted,SISYRINCHIUM PLATENSE,,,,,,,,0.16,,,,,,,,,,,,,,Mar Chiquita Drt,Iridaceae,FORB,PERENNIAL,FORB,
SOLANUM aethiopicum,Accepted,SOLANUM aethiopicum,,,,,,,,,,,,,,,,,,,,,,Naposta,Solanaceae,FORB,PERENNIAL,FORB,
SOLANUM ELAEAGNIFOLIUM,Accepted,SOLANUM ELAEAGNIFOLIUM,,,,,1,,,5.35,11.75,0.620651667,1.77,,,0.248776,15.678,0.0015678,0.324,,,"RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,"JRN_Chihuahuan, Oklahoma (KAEFS-OK), Sevilleta_Black, Sevilleta_Mixed",Solanaceae,FORB,ANNUAL,FORB,
SOLANUM ELLIPTICUM,Unresolved,,synonym: Solanum dianthophorum,941.8584333,270.11878,37.0175882,0.333333333,,,1.04,5.402244049,0.786,,,,0.17448036,,,,,,,,"Broken Hill, Milparinka",Solanaceae,FORB,PERENNIAL,FORB,
SOLDANELLA PUSILLA,Accepted,SOLDANELLA PUSILLA,,95,,,0.02,,,,16.8,,0.11,,,,,,,,,,,Passo Gavia,Primulaceae,FORB,PERENNIAL,FORB,
SOLENOGYNE DOMINII,Accepted,SOLENOGYNE DOMINII,,867.865,,,0.2,,,0.37,16.30426,,,,,0.19432018,,,1.47666667,,4.96902143,,,Jilpanger,Compositae,FORB,PERENNIAL,FORB,
SOLIDAGO CANADENSIS,Accepted,SOLIDAGO CANADENSIS,,929,463.1921311,15.13338959,1.30146,,,0.084391667,17.75668436,0.12,0.3048,,,0.265092678,77.59504262,,0.486273328,,,"SRL,Diam from groot",,"Bad Drought, Brookdale, ESW, Kernen_burned, Konza Drt, Purdue Wildlife Area",Compositae,FORB,PERENNIAL,FORB,
SOLIDAGO LUDOVICIANA,Accepted,SOLIDAGO LUDOVICIANA,,,,,,,,,,,,,,,,,,,,,,Oklahoma (KAEFS-OK),Compositae,FORB,PERENNIAL,FORB,
SOLIDAGO VIRGAUREA,Accepted,SOLIDAGO VIRGAUREA,,1424.25,464.9131127,28.29400969,0.509,480.2,16.4,0.52959881,25.12385635,0.165,0.046,,,0.210089685,4.546172562,,0.524574564,,,"depth, SRL, diam from groot",,Pineta,Compositae,FORB,NULL,FORB,
SONCHUS OLERACEUS,Accepted,SONCHUS OLERACEUS,,6105.75,433.818822,34.9,1.1328125,,,0.28766,39.67950467,0.2215,0.755,,,0.1185,76.97,,0.1,,,,,"Bad Drought, CredoJ, CredoM, Jena, La Campana North Facing, La Campana South Facing, Quebrada de Talca South Facing, SantaCruzLow",Compositae,FORB,ANNUAL,FORB,
SORGHUM HALEPENSE,Accepted,SORGHUM HALEPENSE,,7425,426,22.2,1.3834,,,3.613103736,17.98889051,,0.254,,,,,,,,,,,"Bivens Arm, San Claudio",Poaceae,GRAMINOID,PERENNIAL,GRASS,
SPARTINA DENSIFLORA,Accepted,SPARTINA DENSIFLORA,,,,,,,,,,,,,,,,,,,,,,Mar Chiquita Drt,Poaceae,GRASS,PERENNIAL,GRASS,
SPERMACOCE NATALENSIS,Accepted,SPERMACOCE NATALENSIS,,,,,,,,0.51,,,,,,,,,,,,,,Ukulinga Drought,Rubiaceae,FORB,PERENNIAL,FORB,
SPHAERALCEA HASTULATA,Accepted,SPHAERALCEA HASTULATA,,,,,,,,,14.04606421,,2.5,,,0.2272136,10.52042,0.001052042,0.492,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,"Antelope, Sevilleta_Blue, Sevilleta_Mixed",Malvaceae,FORB,PERENNIAL,FORB,
SPHAERALCEA POLYCHROMA,Accepted,SPHAERALCEA POLYCHROMA,,,,,,,,,15.13239789,,,,,0.2321987,4.032394,0.000940892,0.533333333,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,"Sevilleta_Black, Sevilleta_Mixed",Malvaceae,FORB,PERENNIAL,FORB,
SPHENOPHOLIS OBTUSATA,Accepted,SPHENOPHOLIS OBTUSATA,,,,,0.97536,,,0.814830918,17.35,0.09,0.1016,,,,,,,,,,,Oklahoma (KAEFS-OK),Poaceae,GRASS,PERENNIAL,GRASS,
SPOROBOLUS COMPOSITUS,Accepted,SPOROBOLUS COMPOSITUS,,,,8.2,0.213,,,0.745,28.13,,,,,,,,0.49,,,"Height, SLA, Rdiam from Julie Larson for Sporobous asper (synonym)",,"Konza Drt, Oklahoma (KAEFS-OK)",Poaceae,GRASS,PERENNIAL,GRASS,
SPOROBOLUS FLEXUOSUS,Accepted,SPOROBOLUS FLEXUOSUS,,,,,0.9144,,,0.117126002,15.81345753,,0.254,,,0.3617963,,,0.04,,,"SLA, RTD, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,"Jornada_LTER Drt, Sevilleta_Blue",Poaceae,GRASS,PERENNIAL,GRASS,
SPOROBOLUS RIGENS,Accepted,SPOROBOLUS RIGENS,,,,,,,,,,,,,,,,,,,,,,San Pablo Valdes Drt,Poaceae,GRASS,PERENNIAL,GRASS,
STEINCHISMA HIANS,Accepted,STEINCHISMA HIANS,,,,,,,,,25,,,,,0.34,,,,,,,,"Las Chilcas Drt, EEA, SLP",Poaceae,GRASS,PERENNIAL,GRASS,
STENARIA NIGRICANS,Accepted,STENARIA NIGRICANS,,,,,0.2,,,0.1525,15.01261282,0.22,,,,0.695929033,,,,,,,,"BFL, Oklahoma (KAEFS-OK)",Rubiaceae,FORB,PERENNIAL,FORB,
STENOTAPHRUM SECUNDATUM,Accepted,STENOTAPHRUM SECUNDATUM,,651.5755,,,0.27432,,,,23,,0.3048,,,0.198,,,0.1855714,,,,,"Las Chilcas Drt, Mar Chiquita Drt",Poaceae,GRASS,PERENNIAL,GRASS,
STIPA elegantissima,Accepted,STIPA elegantissima,,,,,,,,,,,,,,,,,,,,,,CredoM,Poaceae,GRASS,PERENNIAL,GRASS,
STIPA JUNCEA,Accepted,STIPA JUNCEA,,,,,,,,,,,,,,,,,,,,,,Ayora Experimental Station,Poaceae,GRASS,PERENNIAL,GRASS,
STIPA NITIDA,Accepted,STIPA NITIDA,,,,,,,,,,,,,,,,,,,,,,"CredoJ, CredoM",Poaceae,GRASS,PERENNIAL,GRASS,
STIPA SCABRA,Accepted,STIPA SCABRA,,,,,,,,,,,,,,,,,,,,,,Cobar,Poaceae,GRASS,NULL,GRASS,
STIPA SPECIOSA,Accepted,STIPA SPECIOSA,,98.41,,12.13,0.169,,7.94,,15.44,,0.352,,,,22.41,,0.352,,,"SLA, RTD, fineRTD,SRL,rootD,height,depth from PI.",,Potrok Aike Drt,Poaceae,GRASS,PERENNIAL,GRASS,
STIPA VAGINATA,Accepted,STIPA VAGINATA,,,,,,,,,,,,,,,,,,,,,,Jilpanger,Poaceae,GRASS,PERENNIAL,GRASS,
SWAINSONA AFFINIS,Unresolved,,synonym: Swainsona microphylla subsp. affinis ,,,,0.25,,,2.32987428,,,,,,,,,,,,,,"CredoJ, CredoM",Fabaceae,FORB,PERENNIAL,LEGUME,
SYMPHORICARPOS ALBUS,Accepted,SYMPHORICARPOS ALBUS,,2302.825,,14.05,1.538133333,,,6.955958626,19.90333333,,0.4572,,,0.358885,39.363636,,,,,,,"Brookdale, Cowichan Drt",Caprifoliaceae,SHRUB,PERENNIAL,WOODY,
SYMPHYOTRICHUM DRUMMONDII,Accepted,SYMPHYOTRICHUM DRUMMONDII,,,,,,,,,,,,,,,,,,,,,,BFL,Compositae,FORB,PERENNIAL,FORB,
SYMPHYOTRICHUM NOVI-BELGII,Accepted,SYMPHYOTRICHUM NOVI-BELGII,,1459.666667,424.05721,16.3812,1.367933333,,,0.517666149,19.6,0.19,0.254,,,0.210333333,,,,,,,,Teshio Experimental Grassland,Compositae,FORB,PERENNIAL,FORB,
SYMPHYOTRICHUM PILOSUM,Accepted,SYMPHYOTRICHUM PILOSUM,,23,429.6,17.8,0.861666667,,,,18.27837298,,,,,0.215249227,,,,,,,,"ESW, Purdue Wildlife Area",Compositae,FORB,PERENNIAL,FORB,
SYMPHYOTRICHUM WALTERI,Accepted,SYMPHYOTRICHUM WALTERI,,,,,,,,,,,,,,,,,,,,,,Sandhills,Compositae,FORB,PERENNIAL,FORB,
SYRENIA CANA,Accepted,SYRENIA CANA,,68.1,,,,,,,12.73,,,,,0.3033405,,,,,,,,Kiskunsag,Brassicaceae,FORB,PERENNIAL,FORB,
TARAXACUM ALPINUM,Unresolved,,NA,,,,,,,0.45,,,,,,,,,,,,,,Passo Gavia,Compositae,FORB,PERENNIAL,FORB,
TARAXACUM PYRENAICUM,Accepted,TARAXACUM PYRENAICUM,,,,,,,,,,,,,,,,,,,,,,Pineta,Compositae,NULL,NULL,FORB,
TARAXACUM TARAXACUM,Synonym,TARAXACUM CAMPYLODES,"synonym already list, at different sites",,,,,,,,,,,,,,,,,,,,,"Allmend Brachy, Allmend Ovina, Bad Drought, Bayreuth_DroughtNet, Biddulph, ESW, Hardware Ranch, Kernen_burned, Kernen_unburned, Kinsella, Matador, Mattheis, Rhijnauwen, Teshio Experimental Grassland",Compositae,FORB,PERENNIAL,FORB,
TEUCRIUM CAPITATUM,Accepted,TEUCRIUM CAPITATUM,,18,518.82048,20.04659333,0.085,,,0.8,13.33,0.44,0.2,,,,,,,,,,,"Ayora Experimental Station, Middle Ebro Valley",Lamiaceae,SUBSHRUB,PERENNIAL,WOODY,
THALICTRUM VENULOSUM,Accepted,THALICTRUM VENULOSUM,,255,,,0.1059,,,3.08,19.84,0.4,,,,,,,,,,,,Brookdale,Ranunculaceae,FORB,PERENNIAL,FORB,
THELESPERMA FILIFOLIUM,Accepted,THELESPERMA FILIFOLIUM,,174.975,,24.36,0.18804,,,2.21,13.73905805,,,,,0.181425,,,,,,,,"BFL, Oklahoma (KAEFS-OK)",Compositae,FORB,ANNUAL,FORB,
THEMEDA TRIANDRA,Accepted,THEMEDA TRIANDRA,,700,431,13.22821429,1.5,356.425,4.35,2.781333333,9.2635,0.10125,,,,0.39976524,,,0.2625,,,,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,
THESIUM HUMIFUSUM,Accepted,THESIUM HUMIFUSUM,,,,,0.19375,,,2.93,,,,,,,,,,,,,,Ayora Experimental Station,Santalaceae,SUBSHRUB,PERENNIAL,WOODY,
THUNBERGIA ATRIPLICIFOLIA,Accepted,THUNBERGIA ATRIPLICIFOLIA,,,,,,,,,,,,,,,,,,,,,,Ukulinga Drought,Acanthaceae,SHRUB,PERENNIAL,FORB,
THYMELAEA TINCTORIA,Accepted,THYMELAEA TINCTORIA,,,,,0.038,,,,7.45,,1.46,,,,,,,,,,,Middle Ebro Valley,Thymelaeaceae,SHRUB,NULL,WOODY,
